Mês;Linha;Fabricante;Quantidade
01/11/2013;Médios;MAN;451
01/12/2013;Médios;MAN;503
01/01/2013;Médios;Mercedes-Benz;226
01/02/2013;Médios;Mercedes-Benz;177
01/03/2013;Médios;Mercedes-Benz;152
01/04/2013;Médios;Mercedes-Benz;254
01/05/2013;Médios;Mercedes-Benz;207
01/06/2013;Médios;Mercedes-Benz;169
01/07/2013;Médios;Mercedes-Benz;205
01/08/2013;Médios;Mercedes-Benz;205
01/09/2013;Médios;Mercedes-Benz;194
01/10/2013;Médios;Mercedes-Benz;180
01/11/2013;Médios;Mercedes-Benz;179
01/12/2013;Médios;Mercedes-Benz;143
01/01/2013;Médios;Outras empresas;0
01/02/2013;Médios;Outras empresas;0
01/03/2013;Médios;Outras empresas;0
01/04/2013;Médios;Outras empresas;0
01/05/2013;Médios;Outras empresas;0
01/06/2013;Médios;Outras empresas;0
01/07/2013;Médios;Outras empresas;0
01/08/2013;Médios;Outras empresas;0
01/09/2013;Médios;Outras empresas;0
01/10/2013;Médios;Outras empresas;1
01/11/2013;Médios;Outras empresas;0
01/12/2013;Médios;Outras empresas;0
01/01/2013;Semipesados;Agrale;3
01/02/2013;Semipesados;Agrale;3
01/03/2013;Semipesados;Agrale;5
01/04/2013;Semipesados;Agrale;6
01/05/2013;Semipesados;Agrale;3
01/06/2013;Semipesados;Agrale;2
01/07/2013;Semipesados;Agrale;3
01/08/2013;Semipesados;Agrale;1
01/09/2013;Semipesados;Agrale;2
01/10/2013;Semipesados;Agrale;7
01/11/2013;Semipesados;Agrale;3
01/12/2013;Semipesados;Agrale;5
01/01/2013;Semipesados;DAF;0
01/02/2013;Semipesados;DAF;0
01/03/2013;Semipesados;DAF;0
01/04/2013;Semipesados;DAF;0
01/05/2013;Semipesados;DAF;0
01/06/2013;Semipesados;DAF;0
01/07/2013;Semipesados;DAF;0
01/08/2013;Semipesados;DAF;0
01/09/2013;Semipesados;DAF;0
01/10/2013;Semipesados;DAF;0
01/11/2013;Semipesados;DAF;0
01/12/2013;Semipesados;DAF;0
01/01/2013;Semipesados;Ford;927
01/02/2013;Semipesados;Ford;684
01/03/2013;Semipesados;Ford;773
01/04/2013;Semipesados;Ford;899
01/05/2013;Semipesados;Ford;778
01/06/2013;Semipesados;Ford;787
01/07/2013;Semipesados;Ford;1002
01/08/2013;Semipesados;Ford;838
01/09/2013;Semipesados;Ford;846
01/10/2013;Semipesados;Ford;814
01/11/2013;Semipesados;Ford;645
01/12/2013;Semipesados;Ford;940
01/01/2013;Semipesados;INTERNATIONAL;7
01/02/2013;Semipesados;INTERNATIONAL;8
01/03/2013;Semipesados;INTERNATIONAL;3
01/04/2013;Semipesados;INTERNATIONAL;8
01/05/2013;Semipesados;INTERNATIONAL;6
01/06/2013;Semipesados;INTERNATIONAL;5
01/07/2013;Semipesados;INTERNATIONAL;6
01/08/2013;Semipesados;INTERNATIONAL;28
01/09/2013;Semipesados;INTERNATIONAL;22
01/10/2013;Semipesados;INTERNATIONAL;15
01/11/2013;Semipesados;INTERNATIONAL;14
01/12/2013;Semipesados;INTERNATIONAL;22
01/01/2013;Semipesados;Iveco;250
01/02/2013;Semipesados;Iveco;206
01/03/2013;Semipesados;Iveco;186
01/04/2013;Semipesados;Iveco;196
01/05/2013;Semipesados;Iveco;217
01/06/2013;Semipesados;Iveco;228
01/07/2013;Semipesados;Iveco;298
01/08/2013;Semipesados;Iveco;382
01/09/2013;Semipesados;Iveco;266
01/10/2013;Semipesados;Iveco;290
01/11/2013;Semipesados;Iveco;284
01/12/2013;Semipesados;Iveco;278
01/01/2013;Semipesados;MAN;1341
01/02/2013;Semipesados;MAN;1140
01/03/2013;Semipesados;MAN;1376
01/04/2013;Semipesados;MAN;1444
01/05/2013;Semipesados;MAN;1383
01/06/2013;Semipesados;MAN;1225
01/07/2013;Semipesados;MAN;1362
01/08/2013;Semipesados;MAN;1320
01/09/2013;Semipesados;MAN;1119
01/10/2013;Semipesados;MAN;1252
01/11/2013;Semipesados;MAN;1092
01/12/2013;Semipesados;MAN;1338
01/01/2013;Semipesados;Mercedes-Benz;887
01/02/2013;Semipesados;Mercedes-Benz;749
01/03/2013;Semipesados;Mercedes-Benz;908
01/04/2013;Semipesados;Mercedes-Benz;1011
01/05/2013;Semipesados;Mercedes-Benz;1049
01/06/2013;Semipesados;Mercedes-Benz;1004
01/07/2013;Semipesados;Mercedes-Benz;1119
01/08/2013;Semipesados;Mercedes-Benz;927
01/09/2013;Semipesados;Mercedes-Benz;948
01/10/2013;Semipesados;Mercedes-Benz;1031
01/11/2013;Semipesados;Mercedes-Benz;1055
01/12/2013;Semipesados;Mercedes-Benz;1162
01/01/2013;Semipesados;SCANIA;113
01/02/2013;Semipesados;SCANIA;69
01/03/2013;Semipesados;SCANIA;83
01/04/2013;Semipesados;SCANIA;104
01/05/2013;Semipesados;SCANIA;133
01/06/2013;Semipesados;SCANIA;167
01/07/2013;Semipesados;SCANIA;207
01/08/2013;Semipesados;SCANIA;138
01/09/2013;Semipesados;SCANIA;155
01/10/2013;Semipesados;SCANIA;183
01/11/2013;Semipesados;SCANIA;150
01/12/2013;Semipesados;SCANIA;213
01/01/2013;Semipesados;VOLVO;400
01/02/2013;Semipesados;VOLVO;326
01/03/2013;Semipesados;VOLVO;370
01/04/2013;Semipesados;VOLVO;435
01/05/2013;Semipesados;VOLVO;509
01/06/2013;Semipesados;VOLVO;490
01/07/2013;Semipesados;VOLVO;686
01/08/2013;Semipesados;VOLVO;602
01/09/2013;Semipesados;VOLVO;487
01/10/2013;Semipesados;VOLVO;542
01/11/2013;Semipesados;VOLVO;445
01/12/2013;Semipesados;VOLVO;460
01/01/2013;Semipesados;Outras empresas;1
01/02/2013;Semipesados;Outras empresas;0
01/03/2013;Semipesados;Outras empresas;0
01/04/2013;Semipesados;Outras empresas;0
01/05/2013;Semipesados;Outras empresas;0
01/06/2013;Semipesados;Outras empresas;30
01/07/2013;Semipesados;Outras empresas;0
01/08/2013;Semipesados;Outras empresas;0
01/09/2013;Semipesados;Outras empresas;0
01/10/2013;Semipesados;Outras empresas;1
01/11/2013;Semipesados;Outras empresas;0
01/12/2013;Semipesados;Outras empresas;1
01/01/2013;Pesados;DAF;0
01/02/2013;Pesados;DAF;0
01/03/2013;Pesados;DAF;0
01/04/2013;Pesados;DAF;8
01/05/2013;Pesados;DAF;0
01/06/2013;Pesados;DAF;0
01/07/2013;Pesados;DAF;1
01/08/2013;Pesados;DAF;0
01/09/2013;Pesados;DAF;0
01/10/2013;Pesados;DAF;6
01/11/2013;Pesados;DAF;8
01/12/2013;Pesados;DAF;6
01/01/2013;Pesados;Ford;58
01/02/2013;Pesados;Ford;86
01/03/2013;Pesados;Ford;33
01/04/2013;Pesados;Ford;55
01/05/2013;Pesados;Ford;28
01/06/2013;Pesados;Ford;68
01/07/2013;Pesados;Ford;71
01/08/2013;Pesados;Ford;118
01/09/2013;Pesados;Ford;85
01/10/2013;Pesados;Ford;81
01/11/2013;Pesados;Ford;65
01/12/2013;Pesados;Ford;147
01/01/2013;Pesados;INTERNATIONAL;69
01/02/2013;Pesados;INTERNATIONAL;43
01/03/2013;Pesados;INTERNATIONAL;27
01/04/2013;Pesados;INTERNATIONAL;50
01/05/2013;Pesados;INTERNATIONAL;31
01/06/2013;Pesados;INTERNATIONAL;22
01/07/2013;Pesados;INTERNATIONAL;40
01/08/2013;Pesados;INTERNATIONAL;22
01/09/2013;Pesados;INTERNATIONAL;15
01/10/2013;Pesados;INTERNATIONAL;15
01/11/2013;Pesados;INTERNATIONAL;7
01/12/2013;Pesados;INTERNATIONAL;22
01/01/2013;Pesados;Iveco;281
01/02/2013;Pesados;Iveco;233
01/03/2013;Pesados;Iveco;324
01/04/2013;Pesados;Iveco;363
01/05/2013;Pesados;Iveco;269
01/06/2013;Pesados;Iveco;344
01/07/2013;Pesados;Iveco;397
01/08/2013;Pesados;Iveco;283
01/09/2013;Pesados;Iveco;248
01/10/2013;Pesados;Iveco;291
01/11/2013;Pesados;Iveco;264
01/12/2013;Pesados;Iveco;482
01/01/2013;Pesados;MAN;489
01/02/2013;Pesados;MAN;374
01/03/2013;Pesados;MAN;468
01/04/2013;Pesados;MAN;497
01/05/2013;Pesados;MAN;459
01/06/2013;Pesados;MAN;591
01/07/2013;Pesados;MAN;540
01/08/2013;Pesados;MAN;391
01/09/2013;Pesados;MAN;479
01/10/2013;Pesados;MAN;475
01/11/2013;Pesados;MAN;425
01/12/2013;Pesados;MAN;541
01/01/2013;Pesados;Mercedes-Benz;711
01/02/2013;Pesados;Mercedes-Benz;582
01/03/2013;Pesados;Mercedes-Benz;916
01/04/2013;Pesados;Mercedes-Benz;1078
01/05/2013;Pesados;Mercedes-Benz;857
01/06/2013;Pesados;Mercedes-Benz;958
01/07/2013;Pesados;Mercedes-Benz;1149
01/08/2013;Pesados;Mercedes-Benz;1027
01/09/2013;Pesados;Mercedes-Benz;1007
01/10/2013;Pesados;Mercedes-Benz;1046
01/11/2013;Pesados;Mercedes-Benz;1015
01/12/2013;Pesados;Mercedes-Benz;1456
01/01/2013;Pesados;SCANIA;1226
01/02/2013;Pesados;SCANIA;1235
01/03/2013;Pesados;SCANIA;1833
01/04/2013;Pesados;SCANIA;1643
01/05/2013;Pesados;SCANIA;1427
01/06/2013;Pesados;SCANIA;1594
01/07/2013;Pesados;SCANIA;1784
01/08/2013;Pesados;SCANIA;1016
01/09/2013;Pesados;SCANIA;1429
01/10/2013;Pesados;SCANIA;1557
01/11/2013;Pesados;SCANIA;1530
01/12/2013;Pesados;SCANIA;1709
01/01/2013;Pesados;Shacman;1
01/02/2013;Pesados;Shacman;2
01/03/2013;Pesados;Shacman;1
01/04/2013;Pesados;Shacman;7
01/05/2013;Pesados;Shacman;4
01/06/2013;Pesados;Shacman;3
01/07/2013;Pesados;Shacman;4
01/08/2013;Pesados;Shacman;3
01/09/2013;Pesados;Shacman;4
01/10/2013;Pesados;Shacman;0
01/11/2013;Pesados;Shacman;4
01/12/2013;Pesados;Shacman;3
01/01/2013;Pesados;VOLVO;1005
01/02/2013;Pesados;VOLVO;876
01/03/2013;Pesados;VOLVO;1094
01/04/2013;Pesados;VOLVO;1441
01/05/2013;Pesados;VOLVO;1190
01/06/2013;Pesados;VOLVO;1269
01/07/2013;Pesados;VOLVO;1508
01/08/2013;Pesados;VOLVO;1455
01/09/2013;Pesados;VOLVO;1259
01/10/2013;Pesados;VOLVO;1372
01/11/2013;Pesados;VOLVO;1033
01/12/2013;Pesados;VOLVO;1477
01/01/2013;Pesados;Outras empresas;38
01/02/2013;Pesados;Outras empresas;56
01/03/2013;Pesados;Outras empresas;40
01/04/2013;Pesados;Outras empresas;14
01/05/2013;Pesados;Outras empresas;23
01/06/2013;Pesados;Outras empresas;13
01/07/2013;Pesados;Outras empresas;14
01/08/2013;Pesados;Outras empresas;23
01/09/2013;Pesados;Outras empresas;35
01/10/2013;Pesados;Outras empresas;11
01/11/2013;Pesados;Outras empresas;16
01/12/2013;Pesados;Outras empresas;8
01/01/2014;Semileves;Agrale;5
01/02/2014;Semileves;Agrale;4
01/03/2014;Semileves;Agrale;2
01/04/2014;Semileves;Agrale;3
01/05/2014;Semileves;Agrale;0
01/06/2014;Semileves;Agrale;1
01/07/2014;Semileves;Agrale;2
01/08/2014;Semileves;Agrale;1
01/09/2014;Semileves;Agrale;4
01/10/2014;Semileves;Agrale;1
01/11/2014;Semileves;Agrale;1
01/12/2014;Semileves;Agrale;0
01/01/2014;Semileves;FCA (Fiat/Dodge);71
01/02/2014;Semileves;FCA (Fiat/Dodge);82
01/03/2014;Semileves;FCA (Fiat/Dodge);68
01/04/2014;Semileves;FCA (Fiat/Dodge);42
01/05/2014;Semileves;FCA (Fiat/Dodge);10
01/06/2014;Semileves;FCA (Fiat/Dodge);2
01/07/2014;Semileves;FCA (Fiat/Dodge);1
01/08/2014;Semileves;FCA (Fiat/Dodge);2
01/09/2014;Semileves;FCA (Fiat/Dodge);0
01/10/2014;Semileves;FCA (Fiat/Dodge);1
01/11/2014;Semileves;FCA (Fiat/Dodge);0
01/12/2014;Semileves;FCA (Fiat/Dodge);0
01/01/2014;Semileves;Ford;0
01/02/2014;Semileves;Ford;0
01/03/2014;Semileves;Ford;2
01/04/2014;Semileves;Ford;1
01/05/2014;Semileves;Ford;0
01/06/2014;Semileves;Ford;1
01/07/2014;Semileves;Ford;0
01/08/2014;Semileves;Ford;3
01/09/2014;Semileves;Ford;125
01/10/2014;Semileves;Ford;111
01/11/2014;Semileves;Ford;59
01/12/2014;Semileves;Ford;232
01/01/2014;Semileves;Iveco;93
01/02/2014;Semileves;Iveco;86
01/03/2014;Semileves;Iveco;90
01/04/2014;Semileves;Iveco;97
01/05/2014;Semileves;Iveco;84
01/06/2014;Semileves;Iveco;71
01/07/2014;Semileves;Iveco;87
01/08/2014;Semileves;Iveco;91
01/09/2014;Semileves;Iveco;83
01/10/2014;Semileves;Iveco;77
01/11/2014;Semileves;Iveco;94
01/12/2014;Semileves;Iveco;129
01/01/2014;Semileves;MAN;76
01/02/2014;Semileves;MAN;67
01/03/2014;Semileves;MAN;44
01/04/2014;Semileves;MAN;54
01/05/2014;Semileves;MAN;61
01/06/2014;Semileves;MAN;69
01/07/2014;Semileves;MAN;89
01/08/2014;Semileves;MAN;71
01/09/2014;Semileves;MAN;49
01/10/2014;Semileves;MAN;50
01/11/2014;Semileves;MAN;45
01/12/2014;Semileves;MAN;46
01/01/2014;Semileves;Mercedes-Benz;124
01/02/2014;Semileves;Mercedes-Benz;95
01/03/2014;Semileves;Mercedes-Benz;116
01/04/2014;Semileves;Mercedes-Benz;102
01/05/2014;Semileves;Mercedes-Benz;118
01/06/2014;Semileves;Mercedes-Benz;91
01/07/2014;Semileves;Mercedes-Benz;94
01/08/2014;Semileves;Mercedes-Benz;102
01/09/2014;Semileves;Mercedes-Benz;96
01/10/2014;Semileves;Mercedes-Benz;102
01/11/2014;Semileves;Mercedes-Benz;88
01/12/2014;Semileves;Mercedes-Benz;102
01/01/2014;Semileves;Outras empresas;15
01/02/2014;Semileves;Outras empresas;9
01/03/2014;Semileves;Outras empresas;7
01/04/2014;Semileves;Outras empresas;12
01/05/2014;Semileves;Outras empresas;13
01/06/2014;Semileves;Outras empresas;9
01/07/2014;Semileves;Outras empresas;8
01/08/2014;Semileves;Outras empresas;7
01/09/2014;Semileves;Outras empresas;8
01/10/2014;Semileves;Outras empresas;5
01/11/2014;Semileves;Outras empresas;3
01/12/2014;Semileves;Outras empresas;1
01/01/2014;Leves;Agrale;21
01/02/2014;Leves;Agrale;20
01/03/2014;Leves;Agrale;34
01/04/2014;Leves;Agrale;19
01/05/2014;Leves;Agrale;22
01/06/2014;Leves;Agrale;26
01/07/2014;Leves;Agrale;30
01/08/2014;Leves;Agrale;23
01/09/2014;Leves;Agrale;26
01/10/2014;Leves;Agrale;29
01/11/2014;Leves;Agrale;23
01/12/2014;Leves;Agrale;35
01/01/2014;Leves;Caoa - Hyundai;15
01/02/2014;Leves;Caoa - Hyundai;14
01/03/2014;Leves;Caoa - Hyundai;22
01/04/2014;Leves;Caoa - Hyundai;14
01/05/2014;Leves;Caoa - Hyundai;20
01/06/2014;Leves;Caoa - Hyundai;20
01/07/2014;Leves;Caoa - Hyundai;44
01/08/2014;Leves;Caoa - Hyundai;27
01/09/2014;Leves;Caoa - Hyundai;26
01/10/2014;Leves;Caoa - Hyundai;36
01/11/2014;Leves;Caoa - Hyundai;168
01/12/2014;Leves;Caoa - Hyundai;289
01/01/2014;Leves;Ford;443
01/02/2014;Leves;Ford;408
01/03/2014;Leves;Ford;349
01/04/2014;Leves;Ford;405
01/05/2014;Leves;Ford;465
01/06/2014;Leves;Ford;379
01/07/2014;Leves;Ford;475
01/08/2014;Leves;Ford;377
01/09/2014;Leves;Ford;504
01/10/2014;Leves;Ford;565
01/11/2014;Leves;Ford;551
01/12/2014;Leves;Ford;816
01/01/2014;Leves;Iveco;157
01/02/2014;Leves;Iveco;148
01/03/2014;Leves;Iveco;135
01/04/2014;Leves;Iveco;136
01/05/2014;Leves;Iveco;136
01/06/2014;Leves;Iveco;125
01/07/2014;Leves;Iveco;255
01/08/2014;Leves;Iveco;215
01/09/2014;Leves;Iveco;192
01/10/2014;Leves;Iveco;203
01/11/2014;Leves;Iveco;162
01/12/2014;Leves;Iveco;226
01/01/2014;Leves;MAN;787
01/02/2014;Leves;MAN;808
01/03/2014;Leves;MAN;705
01/04/2014;Leves;MAN;694
01/05/2014;Leves;MAN;934
01/06/2014;Leves;MAN;782
01/07/2014;Leves;MAN;927
01/08/2014;Leves;MAN;899
01/09/2014;Leves;MAN;963
01/10/2014;Leves;MAN;1068
01/11/2014;Leves;MAN;1086
01/12/2014;Leves;MAN;1053
01/01/2014;Leves;Mercedes-Benz;637
01/02/2014;Leves;Mercedes-Benz;630
01/03/2014;Leves;Mercedes-Benz;549
01/04/2014;Leves;Mercedes-Benz;630
01/05/2014;Leves;Mercedes-Benz;754
01/06/2014;Leves;Mercedes-Benz;685
01/07/2014;Leves;Mercedes-Benz;937
01/08/2014;Leves;Mercedes-Benz;772
01/09/2014;Leves;Mercedes-Benz;779
01/10/2014;Leves;Mercedes-Benz;864
01/11/2014;Leves;Mercedes-Benz;914
01/12/2014;Leves;Mercedes-Benz;937
01/01/2014;Leves;Outras empresas;11
01/02/2014;Leves;Outras empresas;14
01/03/2014;Leves;Outras empresas;5
01/04/2014;Leves;Outras empresas;12
01/05/2014;Leves;Outras empresas;8
01/06/2014;Leves;Outras empresas;8
01/07/2014;Leves;Outras empresas;11
01/08/2014;Leves;Outras empresas;8
01/09/2014;Leves;Outras empresas;11
01/10/2014;Leves;Outras empresas;7
01/11/2014;Leves;Outras empresas;6
01/12/2014;Leves;Outras empresas;4
01/01/2014;Médios;Agrale;6
01/02/2014;Médios;Agrale;7
01/03/2014;Médios;Agrale;4
01/04/2014;Médios;Agrale;2
01/05/2014;Médios;Agrale;8
01/06/2014;Médios;Agrale;4
01/07/2014;Médios;Agrale;7
01/08/2014;Médios;Agrale;17
01/09/2014;Médios;Agrale;6
01/10/2014;Médios;Agrale;4
01/11/2014;Médios;Agrale;4
01/12/2014;Médios;Agrale;11
01/01/2014;Médios;Ford;180
01/02/2014;Médios;Ford;226
01/03/2014;Médios;Ford;239
01/04/2014;Médios;Ford;304
01/05/2014;Médios;Ford;419
01/06/2014;Médios;Ford;373
01/07/2014;Médios;Ford;491
01/08/2014;Médios;Ford;426
01/09/2014;Médios;Ford;432
01/10/2014;Médios;Ford;420
01/11/2014;Médios;Ford;471
01/12/2014;Médios;Ford;526
01/01/2014;Médios;Iveco;103
01/02/2014;Médios;Iveco;75
01/03/2014;Médios;Iveco;59
01/04/2014;Médios;Iveco;42
01/05/2014;Médios;Iveco;41
01/06/2014;Médios;Iveco;26
01/07/2014;Médios;Iveco;42
01/08/2014;Médios;Iveco;26
01/09/2014;Médios;Iveco;30
01/10/2014;Médios;Iveco;29
01/11/2014;Médios;Iveco;22
01/12/2014;Médios;Iveco;23
01/01/2014;Médios;MAN;353
01/02/2014;Médios;MAN;494
01/03/2014;Médios;MAN;321
01/04/2014;Médios;MAN;300
01/05/2014;Médios;MAN;451
01/06/2014;Médios;MAN;396
01/07/2014;Médios;MAN;466
01/08/2014;Médios;MAN;403
01/09/2014;Médios;MAN;403
01/10/2014;Médios;MAN;364
01/11/2014;Médios;MAN;331
01/12/2014;Médios;MAN;414
01/01/2014;Médios;Mercedes-Benz;142
01/02/2014;Médios;Mercedes-Benz;100
01/03/2014;Médios;Mercedes-Benz;99
01/04/2014;Médios;Mercedes-Benz;141
01/05/2014;Médios;Mercedes-Benz;193
01/06/2014;Médios;Mercedes-Benz;139
01/07/2014;Médios;Mercedes-Benz;177
01/08/2014;Médios;Mercedes-Benz;185
01/09/2014;Médios;Mercedes-Benz;186
01/10/2014;Médios;Mercedes-Benz;165
01/11/2014;Médios;Mercedes-Benz;181
01/12/2014;Médios;Mercedes-Benz;186
01/01/2014;Semipesados;Agrale;2
01/02/2014;Semipesados;Agrale;0
01/03/2014;Semipesados;Agrale;2
01/04/2014;Semipesados;Agrale;4
01/05/2014;Semipesados;Agrale;1
01/06/2014;Semipesados;Agrale;2
01/07/2014;Semipesados;Agrale;6
01/08/2014;Semipesados;Agrale;4
01/09/2014;Semipesados;Agrale;3
01/10/2014;Semipesados;Agrale;3
01/11/2014;Semipesados;Agrale;5
01/12/2014;Semipesados;Agrale;0
01/01/2014;Semipesados;Ford;701
01/02/2014;Semipesados;Ford;688
01/03/2014;Semipesados;Ford;519
01/04/2014;Semipesados;Ford;556
01/05/2014;Semipesados;Ford;666
01/06/2014;Semipesados;Ford;616
01/07/2014;Semipesados;Ford;779
01/08/2014;Semipesados;Ford;586
01/09/2014;Semipesados;Ford;616
01/10/2014;Semipesados;Ford;669
01/11/2014;Semipesados;Ford;681
01/12/2014;Semipesados;Ford;693
01/01/2014;Semipesados;INTERNATIONAL;44
01/02/2014;Semipesados;INTERNATIONAL;90
01/03/2014;Semipesados;INTERNATIONAL;79
01/04/2014;Semipesados;INTERNATIONAL;177
01/05/2014;Semipesados;INTERNATIONAL;142
01/06/2014;Semipesados;INTERNATIONAL;173
01/07/2014;Semipesados;INTERNATIONAL;92
01/08/2014;Semipesados;INTERNATIONAL;28
01/09/2014;Semipesados;INTERNATIONAL;15
01/10/2014;Semipesados;INTERNATIONAL;15
01/11/2014;Semipesados;INTERNATIONAL;7
01/12/2014;Semipesados;INTERNATIONAL;7
01/01/2014;Semipesados;Iveco;282
01/02/2014;Semipesados;Iveco;194
01/03/2014;Semipesados;Iveco;224
01/04/2014;Semipesados;Iveco;233
01/05/2014;Semipesados;Iveco;233
01/06/2014;Semipesados;Iveco;213
01/07/2014;Semipesados;Iveco;278
01/08/2014;Semipesados;Iveco;178
01/09/2014;Semipesados;Iveco;197
01/10/2014;Semipesados;Iveco;200
01/11/2014;Semipesados;Iveco;198
01/12/2014;Semipesados;Iveco;200
01/01/2014;Semipesados;MAN;1202
01/02/2014;Semipesados;MAN;1109
01/03/2014;Semipesados;MAN;1090
01/04/2014;Semipesados;MAN;1321
01/05/2014;Semipesados;MAN;1416
01/06/2014;Semipesados;MAN;1151
01/07/2014;Semipesados;MAN;1302
01/08/2014;Semipesados;MAN;1144
01/09/2014;Semipesados;MAN;1248
01/10/2014;Semipesados;MAN;1320
01/11/2014;Semipesados;MAN;1357
01/12/2014;Semipesados;MAN;1369
01/01/2014;Semipesados;Mercedes-Benz;784
01/02/2014;Semipesados;Mercedes-Benz;719
01/03/2014;Semipesados;Mercedes-Benz;673
01/04/2014;Semipesados;Mercedes-Benz;777
01/05/2014;Semipesados;Mercedes-Benz;942
01/06/2014;Semipesados;Mercedes-Benz;927
01/07/2014;Semipesados;Mercedes-Benz;1002
01/08/2014;Semipesados;Mercedes-Benz;917
01/09/2014;Semipesados;Mercedes-Benz;907
01/10/2014;Semipesados;Mercedes-Benz;1220
01/11/2014;Semipesados;Mercedes-Benz;1067
01/12/2014;Semipesados;Mercedes-Benz;1101
01/01/2014;Semipesados;SCANIA;137
01/02/2014;Semipesados;SCANIA;124
01/03/2014;Semipesados;SCANIA;105
01/04/2014;Semipesados;SCANIA;155
01/05/2014;Semipesados;SCANIA;210
01/06/2014;Semipesados;SCANIA;133
01/07/2014;Semipesados;SCANIA;200
01/08/2014;Semipesados;SCANIA;217
01/09/2014;Semipesados;SCANIA;244
01/10/2014;Semipesados;SCANIA;231
01/11/2014;Semipesados;SCANIA;206
01/12/2014;Semipesados;SCANIA;210
01/01/2014;Semipesados;VOLVO;452
01/02/2014;Semipesados;VOLVO;420
01/03/2014;Semipesados;VOLVO;386
01/04/2014;Semipesados;VOLVO;481
01/05/2014;Semipesados;VOLVO;542
01/06/2014;Semipesados;VOLVO;440
01/07/2014;Semipesados;VOLVO;464
01/08/2014;Semipesados;VOLVO;506
01/09/2014;Semipesados;VOLVO;459
01/10/2014;Semipesados;VOLVO;474
01/11/2014;Semipesados;VOLVO;515
01/12/2014;Semipesados;VOLVO;554
01/01/2014;Semipesados;Outras empresas;0
01/02/2014;Semipesados;Outras empresas;0
01/03/2014;Semipesados;Outras empresas;1
01/04/2014;Semipesados;Outras empresas;0
01/05/2014;Semipesados;Outras empresas;0
01/06/2014;Semipesados;Outras empresas;0
01/07/2014;Semipesados;Outras empresas;1
01/08/2014;Semipesados;Outras empresas;1
01/09/2014;Semipesados;Outras empresas;0
01/10/2014;Semipesados;Outras empresas;1
01/11/2014;Semipesados;Outras empresas;1
01/12/2014;Semipesados;Outras empresas;1
01/01/2014;Pesados;DAF;6
01/02/2014;Pesados;DAF;12
01/03/2014;Pesados;DAF;10
01/04/2014;Pesados;DAF;8
01/05/2014;Pesados;DAF;19
01/06/2014;Pesados;DAF;16
01/07/2014;Pesados;DAF;31
01/08/2014;Pesados;DAF;14
01/09/2014;Pesados;DAF;16
01/10/2014;Pesados;DAF;78
01/11/2014;Pesados;DAF;13
01/12/2014;Pesados;DAF;34
01/01/2014;Pesados;Ford;131
01/02/2014;Pesados;Ford;63
01/03/2014;Pesados;Ford;68
01/04/2014;Pesados;Ford;55
01/05/2014;Pesados;Ford;92
01/06/2014;Pesados;Ford;68
01/07/2014;Pesados;Ford;123
01/08/2014;Pesados;Ford;86
01/09/2014;Pesados;Ford;67
01/10/2014;Pesados;Ford;115
01/11/2014;Pesados;Ford;64
01/12/2014;Pesados;Ford;119
01/01/2014;Pesados;INTERNATIONAL;42
01/02/2014;Pesados;INTERNATIONAL;7
01/03/2014;Pesados;INTERNATIONAL;1
01/04/2014;Pesados;INTERNATIONAL;5
01/05/2014;Pesados;INTERNATIONAL;7
01/06/2014;Pesados;INTERNATIONAL;6
01/07/2014;Pesados;INTERNATIONAL;3
01/08/2014;Pesados;INTERNATIONAL;4
01/09/2014;Pesados;INTERNATIONAL;5
01/10/2014;Pesados;INTERNATIONAL;1
01/11/2014;Pesados;INTERNATIONAL;3
01/12/2014;Pesados;INTERNATIONAL;1
01/01/2014;Pesados;Iveco;215
01/02/2014;Pesados;Iveco;139
01/03/2014;Pesados;Iveco;122
01/04/2014;Pesados;Iveco;174
01/05/2014;Pesados;Iveco;302
01/06/2014;Pesados;Iveco;226
01/07/2014;Pesados;Iveco;186
01/08/2014;Pesados;Iveco;195
01/09/2014;Pesados;Iveco;210
01/10/2014;Pesados;Iveco;207
01/11/2014;Pesados;Iveco;246
01/12/2014;Pesados;Iveco;253
01/01/2014;Pesados;MAN;429
01/02/2014;Pesados;MAN;293
01/03/2014;Pesados;MAN;285
01/04/2014;Pesados;MAN;447
01/05/2014;Pesados;MAN;518
01/06/2014;Pesados;MAN;326
01/07/2014;Pesados;MAN;492
01/08/2014;Pesados;MAN;467
01/09/2014;Pesados;MAN;416
01/10/2014;Pesados;MAN;439
01/11/2014;Pesados;MAN;396
01/12/2014;Pesados;MAN;497
